Model,Scenario,Region,Variable,unit,subannual,2050
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-22 18:00+1,129.0979547
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-22 19:00+1,38.36673943
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-22 20:00+1,193.6299573
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-22 21:00+1,164.7845977
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-22 22:00+1,185.9362765
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-22 23:00+1,89.53792013
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 00:00+1,154.8911724
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 01:00+1,67.9213853
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 02:00+1,27.53741142
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 03:00+1,50.33559248
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 04:00+1,71.75000638
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 05:00+1,185.5252585
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 06:00+1,25.9825931
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 07:00+1,44.81803148
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 08:00+1,183.4443244
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 09:00+1,188.7589698
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 10:00+1,96.97243994
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 11:00+1,120.1315356
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 12:00+1,60.10928729
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 13:00+1,37.28978344
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 14:00+1,3.30245629
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 15:00+1,48.42504314
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 16:00+1,28.45388073
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 17:00+1,161.635349
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 18:00+1,175.1769631
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 19:00+1,168.6695741
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 20:00+1,69.84660674
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 21:00+1,62.09949644
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 22:00+1,187.3783623
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-23 23:00+1,31.2581813
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 00:00+1,10.0763338
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 01:00+1,123.9398518
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 02:00+1,153.2779604
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 03:00+1,93.40834425
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 04:00+1,60.84196324
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 05:00+1,123.179022
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 06:00+1,54.20806861
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 07:00+1,96.28288258
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 08:00+1,178.2957792
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 09:00+1,150.7320477
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 10:00+1,110.9376853
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 11:00+1,151.824705
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 12:00+1,151.9189419
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 13:00+1,171.1406511
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 14:00+1,21.57850143
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 15:00+1,41.53435687
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 16:00+1,190.9741031
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 17:00+1,105.2006344
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 18:00+1,170.6670286
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 19:00+1,162.0341368
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 20:00+1,122.9619217
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 21:00+1,50.29103467
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 22:00+1,8.750988688
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-24 23:00+1,42.96163169
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 00:00+1,135.2273677
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 01:00+1,87.22582448
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 02:00+1,57.62920919
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 03:00+1,108.9646282
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 04:00+1,103.4755589
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 05:00+1,89.04901103
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 06:00+1,181.0694482
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 07:00+1,18.63632119
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 08:00+1,136.4228929
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 09:00+1,100.2384906
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 10:00+1,137.0275803
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 11:00+1,13.58684724
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 12:00+1,130.4155468
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 13:00+1,53.55279177
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 14:00+1,61.88860571
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 15:00+1,197.6255734
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 16:00+1,125.2044066
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 17:00+1,181.5277107
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 18:00+1,185.930774
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 19:00+1,35.00121544
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 20:00+1,27.49678818
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 21:00+1,99.60124661
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 22:00+1,166.2956091
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-25 23:00+1,50.25175884
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 00:00+1,59.28558629
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 01:00+1,98.27301055
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 02:00+1,117.6761636
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 03:00+1,84.62977051
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 04:00+1,182.7523065
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 05:00+1,7.240175489
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 06:00+1,61.72487469
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 07:00+1,187.8859964
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 08:00+1,38.38007002
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 09:00+1,119.7552609
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 10:00+1,116.2666259
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 11:00+1,18.51647481
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 12:00+1,2.888326395
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 13:00+1,60.26534609
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 14:00+1,51.8860309
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 15:00+1,181.7054599
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 16:00+1,93.78466766
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 17:00+1,48.00288607
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 18:00+1,89.64842212
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 19:00+1,105.3546684
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 20:00+1,160.2821821
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 21:00+1,123.1820581
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 22:00+1,90.47126463
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-26 23:00+1,156.1289369
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 00:00+1,100.3956442
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 01:00+1,38.59956778
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 02:00+1,174.4954324
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 03:00+1,9.785641265
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 04:00+1,164.7709268
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 05:00+1,90.59076163
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 06:00+1,77.42640154
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 07:00+1,73.83470735
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 08:00+1,111.8055296
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 09:00+1,36.66014014
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 10:00+1,164.5535693
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 11:00+1,80.89465819
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 12:00+1,87.19013019
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 13:00+1,75.69050152
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 14:00+1,172.081046
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 15:00+1,48.37512212
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 16:00+1,9.024318169
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 17:00+1,17.64682824
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 18:00+1,50.8654932
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 19:00+1,175.018301
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 20:00+1,86.60989549
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 21:00+1,192.032554
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 22:00+1,98.44460848
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-27 23:00+1,140.0106702
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 00:00+1,135.4251307
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 01:00+1,73.62914347
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 02:00+1,88.93278617
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 03:00+1,6.696934144
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 04:00+1,174.3594778
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 05:00+1,33.14581569
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 06:00+1,198.2000438
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 07:00+1,116.2999543
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 08:00+1,187.9812802
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 09:00+1,164.3401433
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 10:00+1,56.91336804
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 11:00+1,60.05888896
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 12:00+1,51.83630965
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 13:00+1,6.113365812
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 14:00+1,151.7537965
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 15:00+1,6.126939375
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 16:00+1,176.2430339
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 17:00+1,119.4403477
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 18:00+1,159.1870317
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 19:00+1,106.1703901
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 20:00+1,87.53714332
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 21:00+1,162.7592084
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 22:00+1,103.754788
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-28 23:00+1,152.2222295
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 00:00+1,108.3253582
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 01:00+1,160.4681365
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 02:00+1,152.0221149
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 03:00+1,172.8239507
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 04:00+1,3.995398667
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 05:00+1,133.5991975
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 06:00+1,7.556046764
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 07:00+1,35.79784256
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 08:00+1,90.94274586
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 09:00+1,93.27001835
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 10:00+1,65.87851712
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 11:00+1,139.3953876
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 12:00+1,41.98095438
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 13:00+1,116.7762451
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 14:00+1,64.19512371
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 15:00+1,183.7787806
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 16:00+1,10.44133682
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 17:00+1,152.2447013
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 18:00+1,102.067689
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 19:00+1,12.74269603
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 20:00+1,30.75435589
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 21:00+1,79.9707434
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 22:00+1,143.3707221
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-29 23:00+1,107.0427762
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 00:00+1,80.60343598
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 01:00+1,159.7653541
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 02:00+1,118.3004972
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 03:00+1,144.2436588
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 04:00+1,85.48631963
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 05:00+1,13.73554673
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 06:00+1,120.9975307
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 07:00+1,159.8506028
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 08:00+1,92.98703068
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 09:00+1,185.8606091
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 10:00+1,157.2427532
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 11:00+1,46.18030599
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 12:00+1,129.0784101
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 13:00+1,39.32873583
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 14:00+1,47.00750064
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 15:00+1,29.03528715
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 16:00+1,66.37902659
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 17:00+1,55.29523146
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 18:00+1,151.301191
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 19:00+1,81.8873599
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 20:00+1,31.98966845
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 21:00+1,183.2348629
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 22:00+1,189.912291
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-30 23:00+1,61.7262896
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 00:00+1,63.81597288
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 01:00+1,61.59319386
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 02:00+1,63.784163
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 03:00+1,40.20393593
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 04:00+1,135.4141255
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 05:00+1,111.9386562
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 06:00+1,71.5188974
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 07:00+1,30.62603644
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 08:00+1,78.73059869
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 09:00+1,14.19917747
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 10:00+1,163.8605545
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 11:00+1,30.15858019
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 12:00+1,135.7743036
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 13:00+1,1.228558365
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 14:00+1,149.3217153
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 15:00+1,199.6101192
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 16:00+1,186.6921625
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 17:00+1,6.077369674
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 18:00+1,7.642684453
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 19:00+1,69.20100646
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 20:00+1,144.7197322
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 21:00+1,167.2586469
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 22:00+1,107.5613465
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,10-31 23:00+1,85.2017797
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,11-01 00:00+1,183.4818573
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,11-01 01:00+1,54.64842731
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,11-01 02:00+1,195.6099315
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,11-01 03:00+1,41.54932122
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,11-01 04:00+1,138.7363644
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,11-01 05:00+1,52.12765229
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,11-01 06:00+1,12.99528671
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,11-01 07:00+1,133.0212739
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,11-01 08:00+1,40.80949395
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,11-01 09:00+1,82.19204076
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,11-01 10:00+1,113.0727558
