HOUR;AT;BE;BG;CH;CZ;DE;DK;ES;FI;FR;GR;HR;HU;IE;IT;LU;NL;NO;PL;PT;RO;SE;SI;SK;UK;EE;LT;LV;NONEU_Balkan;TR
7185;0.39951771;0.29444414;0.14745998;0.28;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.47;0.19580144;0.31512068;0.25167296;0.35;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7186;0.39951771;0.29444414;0.14745998;0.26;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.48;0.19580144;0.31512068;0.25167296;0.37;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7187;0.39951771;0.29444414;0.14745998;0.28;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.5;0.19580144;0.31512068;0.25167296;0.39;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7188;0.39951771;0.29444414;0.14745998;0.29;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.5;0.19580144;0.31512068;0.25167296;0.4;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7189;0.39951771;0.29444414;0.14745998;0.29;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.5;0.19580144;0.31512068;0.25167296;0.4;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7190;0.39951771;0.29444414;0.14745998;0.28;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.49;0.19580144;0.31512068;0.25167296;0.4;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7191;0.39951771;0.29444414;0.14745998;0.28;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.5;0.19580144;0.31512068;0.25167296;0.4;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7192;0.39951771;0.29444414;0.14745998;0.27;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.5;0.19580144;0.31512068;0.25167296;0.4;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7193;0.39951771;0.29444414;0.14745998;0.28;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.51;0.19580144;0.31512068;0.25167296;0.41;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7194;0.39951771;0.29444414;0.14745998;0.29;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.51;0.19580144;0.31512068;0.25167296;0.43;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7195;0.39951771;0.29444414;0.14745998;0.31;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.51;0.19580144;0.31512068;0.25167296;0.45;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7196;0.39951771;0.29444414;0.14745998;0.32;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.5;0.19580144;0.31512068;0.25167296;0.44;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7197;0.39951771;0.29444414;0.14745998;0.31;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.5;0.19580144;0.31512068;0.25167296;0.43;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7198;0.39951771;0.29444414;0.14745998;0.3;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.49;0.19580144;0.31512068;0.25167296;0.42;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7199;0.39951771;0.29444414;0.14745998;0.31;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.47;0.19580144;0.31512068;0.25167296;0.4;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7200;0.39951771;0.29444414;0.14745998;0.3;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.44;0.19580144;0.31512068;0.25167296;0.38;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7201;0.39951771;0.29444414;0.14745998;0.28;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.44;0.19580144;0.31512068;0.25167296;0.36;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7202;0.39951771;0.29444414;0.14745998;0.28;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.43;0.19580144;0.31512068;0.25167296;0.35;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7203;0.39951771;0.29444414;0.14745998;0.27;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.43;0.19580144;0.31512068;0.25167296;0.34;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7204;0.39951771;0.29444414;0.14745998;0.27;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.43;0.19580144;0.31512068;0.25167296;0.34;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7205;0.39951771;0.29444414;0.14745998;0.27;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.43;0.19580144;0.31512068;0.25167296;0.34;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7206;0.39951771;0.29444414;0.14745998;0.27;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.45;0.19580144;0.31512068;0.25167296;0.35;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7207;0.39951771;0.29444414;0.14745998;0.3;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.51;0.19580144;0.31512068;0.25167296;0.37;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7208;0.39951771;0.29444414;0.14745998;0.32;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.57;0.19580144;0.31512068;0.25167296;0.42;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7209;0.39951771;0.29444414;0.14745998;0.35;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.57;0.19580144;0.31512068;0.25167296;0.46;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7210;0.39951771;0.29444414;0.14745998;0.36;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.56;0.19580144;0.31512068;0.25167296;0.47;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7211;0.39951771;0.29444414;0.14745998;0.36;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.55;0.19580144;0.31512068;0.25167296;0.47;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7212;0.39951771;0.29444414;0.14745998;0.36;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.54;0.19580144;0.31512068;0.25167296;0.47;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7213;0.39951771;0.29444414;0.14745998;0.37;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.55;0.19580144;0.31512068;0.25167296;0.48;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7214;0.39951771;0.29444414;0.14745998;0.34;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.55;0.19580144;0.31512068;0.25167296;0.48;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7215;0.39951771;0.29444414;0.14745998;0.35;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.55;0.19580144;0.31512068;0.25167296;0.48;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7216;0.39951771;0.29444414;0.14745998;0.35;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.56;0.19580144;0.31512068;0.25167296;0.48;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7217;0.39951771;0.29444414;0.14745998;0.35;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.56;0.19580144;0.31512068;0.25167296;0.48;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7218;0.39951771;0.29444414;0.14745998;0.35;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.57;0.19580144;0.31512068;0.25167296;0.49;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7219;0.39951771;0.29444414;0.14745998;0.37;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.56;0.19580144;0.31512068;0.25167296;0.5;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7220;0.39951771;0.29444414;0.14745998;0.38;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.55;0.19580144;0.31512068;0.25167296;0.48;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7221;0.39951771;0.29444414;0.14745998;0.35;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.55;0.19580144;0.31512068;0.25167296;0.46;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7222;0.39951771;0.29444414;0.14745998;0.33;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.53;0.19580144;0.31512068;0.25167296;0.44;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7223;0.39951771;0.29444414;0.14745998;0.31;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.5;0.19580144;0.31512068;0.25167296;0.42;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7224;0.39951771;0.29444414;0.14745998;0.3;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.48;0.19580144;0.31512068;0.25167296;0.39;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7225;0.39951771;0.29444414;0.14745998;0.28;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.46;0.19580144;0.31512068;0.25167296;0.37;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7226;0.39951771;0.29444414;0.14745998;0.3;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.45;0.19580144;0.31512068;0.25167296;0.36;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7227;0.39951771;0.29444414;0.14745998;0.31;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.44;0.19580144;0.31512068;0.25167296;0.35;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7228;0.39951771;0.29444414;0.14745998;0.3;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.44;0.19580144;0.31512068;0.25167296;0.35;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7229;0.39951771;0.29444414;0.14745998;0.3;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.44;0.19580144;0.31512068;0.25167296;0.35;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7230;0.39951771;0.29444414;0.14745998;0.3;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.47;0.19580144;0.31512068;0.25167296;0.35;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7231;0.39951771;0.29444414;0.14745998;0.32;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.51;0.19580144;0.31512068;0.25167296;0.37;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7232;0.39951771;0.29444414;0.14745998;0.34;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.57;0.19580144;0.31512068;0.25167296;0.42;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7233;0.39951771;0.29444414;0.14745998;0.35;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.58;0.19580144;0.31512068;0.25167296;0.45;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7234;0.39951771;0.29444414;0.14745998;0.37;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.57;0.19580144;0.31512068;0.25167296;0.46;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7235;0.39951771;0.29444414;0.14745998;0.37;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.56;0.19580144;0.31512068;0.25167296;0.47;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7236;0.39951771;0.29444414;0.14745998;0.38;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.55;0.19580144;0.31512068;0.25167296;0.47;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7237;0.39951771;0.29444414;0.14745998;0.38;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.55;0.19580144;0.31512068;0.25167296;0.47;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7238;0.39951771;0.29444414;0.14745998;0.36;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.55;0.19580144;0.31512068;0.25167296;0.47;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7239;0.39951771;0.29444414;0.14745998;0.36;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.55;0.19580144;0.31512068;0.25167296;0.47;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7240;0.39951771;0.29444414;0.14745998;0.36;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.55;0.19580144;0.31512068;0.25167296;0.47;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7241;0.39951771;0.29444414;0.14745998;0.36;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.56;0.19580144;0.31512068;0.25167296;0.47;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7242;0.39951771;0.29444414;0.14745998;0.36;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.57;0.19580144;0.31512068;0.25167296;0.49;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7243;0.39951771;0.29444414;0.14745998;0.38;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.57;0.19580144;0.31512068;0.25167296;0.5;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7244;0.39951771;0.29444414;0.14745998;0.38;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.56;0.19580144;0.31512068;0.25167296;0.5;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7245;0.39951771;0.29444414;0.14745998;0.35;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.56;0.19580144;0.31512068;0.25167296;0.48;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7246;0.39951771;0.29444414;0.14745998;0.33;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.53;0.19580144;0.31512068;0.25167296;0.46;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7247;0.39951771;0.29444414;0.14745998;0.32;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.51;0.19580144;0.31512068;0.25167296;0.44;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7248;0.39951771;0.29444414;0.14745998;0.3;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.48;0.19580144;0.31512068;0.25167296;0.41;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7249;0.39951771;0.29444414;0.14745998;0.29;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.47;0.19580144;0.31512068;0.25167296;0.38;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7250;0.39951771;0.29444414;0.14745998;0.29;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.45;0.19580144;0.31512068;0.25167296;0.37;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7251;0.39951771;0.29444414;0.14745998;0.28;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.45;0.19580144;0.31512068;0.25167296;0.36;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7252;0.39951771;0.29444414;0.14745998;0.29;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.45;0.19580144;0.31512068;0.25167296;0.36;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7253;0.39951771;0.29444414;0.14745998;0.3;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.46;0.19580144;0.31512068;0.25167296;0.36;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7254;0.39951771;0.29444414;0.14745998;0.3;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.48;0.19580144;0.31512068;0.25167296;0.37;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7255;0.39951771;0.29444414;0.14745998;0.3;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.52;0.19580144;0.31512068;0.25167296;0.39;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7256;0.39951771;0.29444414;0.14745998;0.33;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.58;0.19580144;0.31512068;0.25167296;0.44;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7257;0.39951771;0.29444414;0.14745998;0.35;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.59;0.19580144;0.31512068;0.25167296;0.47;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7258;0.39951771;0.29444414;0.14745998;0.37;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.58;0.19580144;0.31512068;0.25167296;0.49;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7259;0.39951771;0.29444414;0.14745998;0.36;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.58;0.19580144;0.31512068;0.25167296;0.48;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7260;0.39951771;0.29444414;0.14745998;0.37;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.56;0.19580144;0.31512068;0.25167296;0.48;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7261;0.39951771;0.29444414;0.14745998;0.38;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.56;0.19580144;0.31512068;0.25167296;0.48;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
7262;0.39951771;0.29444414;0.14745998;0.35;0.26402633;0.51361842;0.51361842;0.1903387;0.34956855;0.32645918;0.15186889;0.34720821;0.55058945;0.30282701;0.30209654;0.22482893;0.29444414;0.55;0.19580144;0.31512068;0.25167296;0.48;0.43328189;0.20228478;0.23911621;0.19860696;0.19860696;0.05600358;0.24049017;0.15186889
